RX Date/Time,Time(field 1),x(field 2),y(field 3),z(field 4),x(field 5),y(field 6),z(field 7),Bx(field 8),By(field 9),Bz(field 10)
2023/11/04/ 16:41:14::054,17646,1103,562,-656,186,-436,-1000,-1063,490,-857,
2023/11/04/ 16:41:14::071,17657,1111,585,-665,116,-443,-1012,-1073,497,-812,
2023/11/04/ 16:41:14::084,17668,1086,560,-680,147,-411,-997,-1056,525,-825,
2023/11/04/ 16:41:14::093,17679,1091,567,-646,138,-396,-1031,-1013,497,-817,
2023/11/04/ 16:41:14::104,17690,1091,567,-646,110,-383,-1092,-1013,497,-817,
2023/11/04/ 16:41:14::113,17701,1091,567,-646,63,-351,-1073,-986,576,-947,
2023/11/04/ 16:41:14::123,17712,1130,455,-793,52,-346,-1121,-957,535,-928,
2023/11/04/ 16:41:14::133,17723,1103,415,-796,30,-326,-1100,-932,568,-952,
2023/11/04/ 16:41:14::148,17734,1091,415,-802,30,-326,-1073,-912,566,-985,
2023/11/04/ 16:41:14::153,17745,1130,415,-841,26,-310,-1085,-905,581,-977,
2023/11/04/ 16:41:14::164,17756,1088,382,-861,11,-265,-1095,-892,586,-998,
2023/11/04/ 16:41:14::181,17767,1093,392,-831,1,-265,-1121,-910,573,-1003,
2023/11/04/ 16:41:14::193,17778,1120,362,-861,6,-310,-1150,-900,593,-968,
2023/11/04/ 16:41:14::203,17789,1083,370,-817,-26,-312,-1140,-861,606,-942,
2023/11/04/ 16:41:14::213,17800,1083,370,-817,-40,-292,-1145,-843,596,-985,
2023/11/04/ 16:41:14::223,17811,1106,330,-861,-50,-292,-1153,-872,596,-1027,
2023/11/04/ 16:41:14::233,17822,1093,297,-880,-52,-252,-1150,-836,641,-1030,
2023/11/04/ 16:41:14::243,17833,1086,307,-851,-42,-265,-1137,-848,633,-973,
2023/11/04/ 16:41:14::254,17844,1081,302,-867,-55,-252,-1116,-806,650,-998,
2023/11/04/ 16:41:14::270,17855,1108,292,-885,-56,-270,-1140,-816,652,-998,
2023/11/04/ 16:41:14::281,17866,1120,272,-882,-87,-242,-1116,-813,662,-977,
2023/11/04/ 16:41:14::286,17877,1106,267,-877,-116,-230,-1156,-788,690,-1001,
2023/11/04/ 16:41:14::304,17888,1130,270,-901,-71,-260,-1126,-798,670,-961,
2023/11/04/ 16:41:14::315,17899,1120,250,-895,-113,-242,-1116,-763,670,-968,
2023/11/04/ 16:41:14::323,17910,1130,197,-911,-131,-247,-1142,-745,680,-931,
2023/11/04/ 16:41:14::333,17921,1117,192,-908,-145,-240,-1118,-750,710,-952,
2023/11/04/ 16:41:14::347,17932,1140,215,-885,-176,-225,-1132,-756,730,-942,
2023/11/04/ 16:41:14::353,17943,1120,190,-918,-166,-210,-1108,-735,732,-956,
2023/11/04/ 16:41:14::363,17954,1132,170,-882,-210,-200,-1100,-700,756,-945,
2023/11/04/ 16:41:14::383,17965,1125,140,-858,-212,-165,-1140,-707,725,-961,
2023/11/04/ 16:41:14::385,17976,1132,145,-867,-233,-210,-1123,-692,727,-982,
2023/11/04/ 16:41:14::403,17987,1160,112,-877,-262,-222,-1055,-682,783,-968,
2023/11/04/ 16:41:14::413,17998,1117,90,-892,-212,-235,-1076,-685,791,-888,
2023/11/04/ 16:41:14::423,18009,1145,80,-858,-212,-235,-1076,-647,821,-897,
2023/11/04/ 16:41:14::433,18020,1192,10,-827,-307,-195,-1050,-662,875,-888,
2023/11/04/ 16:41:14::444,18031,1150,20,-856,-307,-212,-1045,-662,875,-888,
2023/11/04/ 16:41:14::456,18042,1135,-12,-825,-367,-200,-997,-662,875,-888,
2023/11/04/ 16:41:14::463,18053,1207,-30,-838,-391,-151,-1023,-576,846,-793,
2023/11/04/ 16:41:14::473,18064,1217,-87,-805,-411,-170,-981,-541,912,-798,
2023/11/04/ 16:41:14::488,18075,1202,-70,-817,-432,-167,-960,-515,917,-777,
2023/11/04/ 16:41:14::493,18086,1222,-102,-781,-508,-123,-933,-512,957,-730,
2023/11/04/ 16:41:14::513,18097,1190,-137,-771,-487,-165,-926,-495,960,-703,
2023/11/04/ 16:41:14::523,18108,1215,-202,-742,-523,-128,-886,-500,967,-692,
2023/11/04/ 16:41:14::533,18119,1217,-182,-728,-523,-128,-886,-502,1006,-645,
2023/11/04/ 16:41:14::543,18130,1235,-230,-692,-578,-116,-793,-470,1038,-591,
2023/11/04/ 16:41:14::553,18141,1210,-252,-641,-623,-141,-758,-442,1043,-555,
2023/11/04/ 16:41:14::568,18152,1270,-317,-638,-647,-73,-701,-373,1112,-480,
2023/11/04/ 16:41:14::574,18163,1278,-280,-607,-662,-106,-663,-361,1107,-435,
2023/11/04/ 16:41:14::585,18174,1247,-327,-588,-665,-86,-635,-371,1102,-387,
2023/11/04/ 16:41:14::593,18185,1255,-357,-540,-623,-108,-600,-336,1130,-333,
2023/11/04/ 16:41:14::603,18196,1281,-350,-470,-678,-56,-587,-328,1157,-321,
2023/11/04/ 16:41:14::620,18207,1286,-410,-498,-688,-71,-545,-320,1155,-283,
2023/11/04/ 16:41:14::633,18218,1286,-410,-498,-712,-91,-533,-323,1172,-246,
2023/11/04/ 16:41:14::643,18229,1311,-452,-381,-738,-36,-431,-290,1177,-238,
2023/11/04/ 16:41:14::653,18240,1313,-447,-368,-820,-91,-396,-270,1193,-187,
2023/11/04/ 16:41:14::663,18251,1286,-485,-318,-781,-63,-356,-267,1198,-142,
2023/11/04/ 16:41:14::673,18262,1321,-465,-347,-796,-28,-320,-267,1198,-142,
2023/11/04/ 16:41:14::683,18273,1306,-500,-238,-820,-33,-280,-230,1211,-55,
2023/11/04/ 16:41:14::694,18284,1291,-490,-225,-806,-56,-275,-240,1177,-23,
2023/11/04/ 16:41:14::710,18295,1288,-535,-186,-835,-8,-230,-222,1211,23,
2023/11/04/ 16:41:14::713,18306,1291,-535,-137,-843,18,-155,-198,1231,66,
2023/11/04/ 16:41:14::726,18317,1265,-535,-116,-846,-8,-128,-240,1246,78,
2023/11/04/ 16:41:14::744,18328,1273,-562,-36,-841,-21,-88,-222,1258,123,
2023/11/04/ 16:41:14::753,18339,1296,-565,-10,-835,-8,-2,-183,1258,175,
2023/11/04/ 16:41:14::765,18350,1267,-545,41,-856,31,28,-186,1238,201,
2023/11/04/ 16:41:14::773,18361,1303,-582,113,-851,-1,83,-178,1233,241,
2023/11/04/ 16:41:14::783,18372,1291,-562,128,-872,6,97,-201,1216,286,
2023/11/04/ 16:41:14::797,18383,1276,-572,155,-870,8,147,-191,1226,355,
2023/11/04/ 16:41:14::803,18394,1291,-575,176,-815,13,185,-178,1256,392,
2023/11/04/ 16:41:14::820,18405,1288,-570,227,-870,3,197,-173,1226,408,
2023/11/04/ 16:41:14::823,18416,1260,-570,233,-862,23,253,-171,1268,477,
2023/11/04/ 16:41:14::834,18427,1260,-537,261,-867,11,287,-188,1231,482,
2023/11/04/ 16:41:14::853,18438,1273,-572,352,-832,13,348,-161,1223,531,
2023/11/04/ 16:41:14::864,18449,1247,-562,388,-827,16,375,-156,1246,552,
2023/11/04/ 16:41:14::878,18460,1242,-547,393,-825,26,391,-196,1233,597,
2023/11/04/ 16:41:14::883,18471,1281,-547,443,-843,16,422,-191,1226,597,
2023/11/04/ 16:41:14::894,18482,1276,-557,451,-843,1,465,-148,1236,618,
2023/11/04/ 16:41:14::904,18493,1247,-555,490,-835,61,476,-148,1236,618,
2023/11/04/ 16:41:14::914,18504,1240,-535,508,-827,28,502,-153,1226,697,
2023/11/04/ 16:41:14::926,18515,1232,-535,526,-817,18,531,-171,1208,743,
2023/11/04/ 16:41:14::934,18526,1257,-507,571,-827,18,573,-193,1180,740,
2023/11/04/ 16:41:14::948,18537,1207,-535,615,-858,16,626,-183,1188,798,
2023/11/04/ 16:41:14::963,18548,1212,-497,658,-810,11,607,-188,1175,807,
2023/11/04/ 16:41:14::974,18559,1212,-462,656,-835,-23,690,-211,1170,815,
2023/11/04/ 16:41:14::984,18570,1212,-467,698,-767,31,677,-206,1170,828,
2023/11/04/ 16:41:14::993,18581,1220,-442,718,-772,56,706,-232,1167,857,
2023/11/04/ 16:41:15::011,18592,1230,-477,745,-712,51,742,-247,1135,907,
2023/11/04/ 16:41:15::013,18603,1207,-435,771,-715,43,725,-257,1140,947,
2023/11/04/ 16:41:15::028,18614,1260,-457,788,-751,28,780,-275,1140,937,
2023/11/04/ 16:41:15::033,18625,1200,-412,788,-728,-11,780,-331,1120,940,
2023/11/04/ 16:41:15::044,18636,1172,-407,831,-715,-41,777,-341,1095,947,
2023/11/04/ 16:41:15::067,18647,1172,-407,831,-705,-11,770,-312,1107,966,
2023/11/04/ 16:41:15::073,18658,1210,-350,853,-686,-48,793,-300,1066,971,
2023/11/04/ 16:41:15::084,18669,1240,-382,838,-686,-46,777,-295,1076,977,
2023/11/04/ 16:41:15::093,18680,1252,-357,875,-657,-61,830,-328,1087,992,
2023/11/04/ 16:41:15::104,18691,1242,-322,913,-650,-78,806,-363,1090,1006,
2023/11/04/ 16:41:15::116,18702,1247,-297,921,-652,-76,836,-406,1095,1001,
2023/11/04/ 16:41:15::124,18713,1247,-275,895,-647,-133,815,-418,1082,1013,
2023/11/04/ 16:41:15::134,18724,1250,-275,926,-628,-136,756,-418,1082,1013,
2023/11/04/ 16:41:15::149,18735,1283,-257,926,-642,-121,798,-408,1115,1020,
2023/11/04/ 16:41:15::153,18746,1283,-257,926,-626,-143,758,-480,1082,998,
2023/11/04/ 16:41:15::165,18757,1255,-225,937,-626,-143,758,-525,1085,1011,
2023/11/04/ 16:41:15::188,18768,1293,-165,898,-585,-225,796,-548,1063,985,
2023/11/04/ 16:41:15::193,18779,1301,-182,926,-561,-185,841,-535,1082,1011,
2023/11/04/ 16:41:15::204,18790,1336,-125,898,-566,-242,782,-583,1082,1001,
2023/11/04/ 16:41:15::213,18801,1321,-122,918,-535,-252,742,-578,1090,966,
2023/11/04/ 16:41:15::223,18812,1333,-80,932,-540,-247,753,-583,1066,977,
2023/11/04/ 16:41:15::236,18823,1326,-97,923,-503,-285,718,-611,1033,918,
2023/11/04/ 16:41:15::243,18834,1326,-42,918,-518,-290,706,-618,1073,905,
2023/11/04/ 16:41:15::258,18845,1313,-52,906,-468,-307,727,-618,1073,905,
2023/11/04/ 16:41:15::264,18856,1331,-12,885,-472,-315,661,-675,1051,947,
2023/11/04/ 16:41:15::282,18867,1328,25,890,-472,-315,661,-720,1036,937,
2023/11/04/ 16:41:15::293,18878,1353,45,882,-442,-398,673,-712,1031,907,
2023/11/04/ 16:41:15::303,18889,1358,80,856,-425,-393,613,-788,998,878,
2023/11/04/ 16:41:15::318,18900,1378,92,831,-440,-391,602,-768,1023,873,
2023/11/04/ 16:41:15::323,18911,1381,120,853,-422,-485,583,-750,1046,812,
2023/11/04/ 16:41:15::335,18922,1361,142,838,-391,-446,560,-791,1051,798,
2023/11/04/ 16:41:15::343,18933,1371,180,807,-336,-446,531,-865,1043,793,
2023/11/04/ 16:41:15::353,18944,1416,200,778,-343,-461,505,-851,1016,775,
2023/11/04/ 16:41:15::367,18955,1391,200,760,-348,-487,493,-872,1018,737,
2023/11/04/ 16:41:15::373,18966,1421,245,721,-306,-497,452,-890,1011,697,
2023/11/04/ 16:41:15::387,18977,1398,257,752,-296,-500,412,-912,957,658,
2023/11/04/ 16:41:15::403,18988,1418,290,687,-270,-480,356,-915,978,628,
2023/11/04/ 16:41:15::413,18999,1418,307,690,-262,-502,367,-947,950,612,
2023/11/04/ 16:41:15::424,19010,1440,322,656,-257,-540,311,-971,983,602,
2023/11/04/ 16:41:15::438,19021,1418,340,653,-238,-567,290,-1026,967,565,
2023/11/04/ 16:41:15::443,19032,1450,355,627,-205,-582,245,-991,976,498,
2023/11/04/ 16:41:15::454,19043,1450,357,625,-193,-600,216,-1028,957,472,
2023/11/04/ 16:41:15::463,19054,1411,360,578,-152,-602,206,-1028,925,440,
2023/11/04/ 16:41:15::474,19065,1452,370,511,-147,-582,161,-1041,935,432,
2023/11/04/ 16:41:15::486,19076,1430,390,490,-178,-627,123,-1058,915,382,
2023/11/04/ 16:41:15::502,19087,1432,417,443,-171,-557,97,-1033,945,331,
2023/11/04/ 16:41:15::514,19098,1447,425,443,-171,-620,31,-1061,887,291,
2023/11/04/ 16:41:15::524,19109,1437,440,438,-142,-620,12,-1056,910,293,
2023/11/04/ 16:41:15::534,19120,1408,420,388,-133,-622,-10,-1048,915,305,
2023/11/04/ 16:41:15::543,19131,1430,472,366,-110,-653,-60,-1073,885,283,
2023/11/04/ 16:41:15::553,19142,1426,487,350,-152,-646,-76,-1058,892,236,
2023/11/04/ 16:41:15::571,19153,1435,430,316,-136,-636,-95,-1097,895,185,
2023/11/04/ 16:41:15::573,19164,1381,452,326,-110,-641,-137,-1016,892,191,
2023/11/04/ 16:41:15::588,19175,1416,462,258,-107,-617,-140,-1095,907,161,
2023/11/04/ 16:41:15::593,19186,1406,460,248,-113,-671,-152,-1048,925,121,
2023/11/04/ 16:41:15::603,19197,1403,457,186,-87,-641,-163,-1100,882,23,
2023/11/04/ 16:41:15::627,19208,1428,457,131,-81,-643,-253,-1063,823,57,
2023/11/04/ 16:41:15::633,19219,1432,460,118,-97,-627,-253,-1122,867,15,
2023/11/04/ 16:41:15::645,19230,1381,485,113,-110,-617,-303,-1073,836,-31,
2023/11/04/ 16:41:15::653,19241,1398,480,51,-92,-592,-348,-1053,861,-36,
2023/11/04/ 16:41:15::663,19252,1401,472,38,-97,-612,-358,-1105,865,-76,
2023/11/04/ 16:41:15::675,19263,1408,505,38,-50,-590,-330,-1105,858,-81,
2023/11/04/ 16:41:15::683,19274,1383,502,-5,-100,-582,-377,-1076,853,-73,
2023/11/04/ 16:41:15::695,19285,1366,452,-22,-107,-595,-396,-1080,875,-106,
2023/11/04/ 16:41:15::711,19296,1401,465,-27,-81,-617,-438,-1080,875,-106,
2023/11/04/ 16:41:15::713,19307,1408,435,-27,-105,-602,-448,-1092,801,-166,
2023/11/04/ 16:41:15::733,19318,1386,425,-53,-63,-595,-433,-1132,843,-177,
2023/11/04/ 16:41:15::743,19329,1401,450,-48,-73,-607,-467,-1076,821,-217,
2023/11/04/ 16:41:15::759,19340,1396,442,-53,-90,-602,-493,-1100,798,-180,
2023/11/04/ 16:41:15::763,19351,1376,490,-77,-55,-587,-491,-1073,833,-225,
2023/11/04/ 16:41:15::775,19362,1373,457,-101,-56,-572,-533,-1021,856,-215,
2023/11/04/ 16:41:15::783,19373,1361,450,-123,-78,-595,-510,-1053,846,-193,
2023/11/04/ 16:41:15::793,19384,1383,472,-103,-61,-595,-467,-1082,858,-196,
2023/11/04/ 16:41:15::812,19395,1356,450,-137,-102,-600,-515,-1033,846,-215,
2023/11/04/ 16:41:15::814,19406,1378,430,-131,-50,-615,-528,-1056,841,-236,
2023/11/04/ 16:41:15::829,19417,1361,452,-173,-90,-580,-538,-1036,870,-265,
2023/11/04/ 16:41:15::843,19428,1361,442,-183,-100,-610,-576,-1046,853,-323,
2023/11/04/ 16:41:15::853,19439,1371,450,-188,-68,-610,-560,-1048,861,-328,
2023/11/04/ 16:41:15::863,19450,1376,467,-212,-90,-605,-613,-1066,806,-336,
2023/11/04/ 16:41:15::873,19461,1336,437,-243,-73,-557,-583,-1112,841,-331,
2023/11/04/ 16:41:15::884,19472,1338,462,-280,-50,-595,-640,-1061,821,-400,
2023/11/04/ 16:41:15::898,19483,1338,462,-280,-85,-562,-645,-1115,778,-397,
2023/11/04/ 16:41:15::903,19494,1341,485,-340,-50,-552,-668,-1071,778,-366,
2023/11/04/ 16:41:15::921,19505,1308,490,-311,-50,-552,-668,-1073,788,-461,
2023/11/04/ 16:41:15::931,19516,1286,490,-313,-27,-567,-671,-1058,778,-411,
2023/11/04/ 16:41:15::938,19527,1326,510,-311,-21,-555,-706,-1058,778,-411,
2023/11/04/ 16:41:15::953,19538,1316,530,-340,-21,-570,-713,-1100,750,-506,
2023/11/04/ 16:41:15::963,19549,1298,485,-371,3,-567,-680,-1107,717,-496,
2023/11/04/ 16:41:15::974,19560,1247,505,-335,3,-560,-713,-1107,722,-522,
2023/11/04/ 16:41:15::983,19571,1276,555,-422,45,-560,-751,-1100,695,-570,
2023/11/04/ 16:41:15::993,19582,1240,532,-393,37,-567,-725,-1063,650,-567,
2023/11/04/ 16:41:16::011,19593,1240,532,-393,66,-552,-746,-1095,660,-546,
2023/11/04/ 16:41:16::013,19604,1217,590,-417,76,-542,-751,-1125,662,-565,
2023/11/04/ 16:41:16::028,19615,1232,597,-378,76,-542,-751,-1127,655,-538,
2023/11/04/ 16:41:16::033,19626,1222,627,-393,157,-562,-758,-1137,623,-552,
2023/11/04/ 16:41:16::043,19637,1212,622,-412,168,-562,-766,-1175,561,-583,
2023/11/04/ 16:41:16::068,19648,1220,640,-415,166,-532,-777,-1175,561,-583,
2023/11/04/ 16:41:16::073,19659,1215,630,-407,171,-527,-791,-1152,591,-586,
2023/11/04/ 16:41:16::083,19670,1217,667,-402,176,-540,-791,-1175,568,-607,
2023/11/04/ 16:41:16::093,19681,1210,685,-391,252,-535,-803,-1185,558,-560,
2023/11/04/ 16:41:16::103,19692,1210,685,-391,241,-592,-793,-1188,502,-591,
2023/11/04/ 16:41:16::115,19703,1187,707,-388,250,-545,-832,-1188,495,-607,
2023/11/04/ 16:41:16::123,19714,1155,745,-412,278,-560,-758,-1208,480,-633,
2023/11/04/ 16:41:16::135,19725,1155,757,-383,255,-540,-780,-1182,485,-597,
2023/11/04/ 16:41:16::151,19736,1142,745,-391,288,-527,-796,-1208,401,-616,
2023/11/04/ 16:41:16::156,19747,1111,762,-371,333,-567,-798,-1238,423,-623,
2023/11/04/ 16:41:16::173,19758,1103,760,-383,346,-535,-798,-1243,426,-618,
2023/11/04/ 16:41:16::187,19769,1086,790,-352,356,-540,-772,-1283,423,-655,
2023/11/04/ 16:41:16::194,19780,1071,805,-362,388,-476,-825,-1276,363,-616,
2023/11/04/ 16:41:16::203,19791,1096,800,-376,362,-507,-787,-1233,378,-623,
2023/11/04/ 16:41:16::213,19802,1093,827,-378,398,-510,-806,-1258,363,-655,
2023/11/04/ 16:41:16::223,19813,1083,825,-371,430,-473,-791,-1256,358,-628,
2023/11/04/ 16:41:16::235,19824,1056,832,-355,377,-497,-777,-1243,338,-633,
2023/11/04/ 16:41:16::243,19835,1031,812,-388,432,-492,-787,-1233,336,-668,
2023/11/04/ 16:41:16::256,19846,1031,817,-376,435,-471,-806,-1251,346,-687,
2023/11/04/ 16:41:16::272,19857,1056,827,-405,417,-490,-806,-1283,310,-676,
2023/11/04/ 16:41:16::283,19868,1043,832,-412,406,-497,-801,-1276,292,-687,
2023/11/04/ 16:41:16::293,19879,1026,832,-402,442,-515,-815,-1233,295,-706,
2023/11/04/ 16:41:16::304,19890,1003,827,-425,432,-510,-838,-1253,265,-706,
2023/11/04/ 16:41:16::318,19901,1041,840,-438,445,-476,-838,-1251,270,-703,
2023/11/04/ 16:41:16::323,19912,996,817,-415,427,-468,-856,-1243,267,-682,
2023/11/04/ 16:41:16::335,19923,976,840,-436,440,-443,-832,-1208,235,-708,
2023/11/04/ 16:41:16::343,19934,998,837,-446,417,-448,-898,-1223,206,-716,
2023/11/04/ 16:41:16::353,19945,963,830,-477,448,-386,-870,-1233,230,-751,
2023/11/04/ 16:41:16::367,19956,915,842,-475,461,-423,-875,-1246,211,-761,
2023/11/04/ 16:41:16::382,19967,925,847,-472,471,-398,-907,-1238,188,-822,
2023/11/04/ 16:41:16::393,19978,902,840,-542,427,-386,-907,-1218,201,-833,
2023/11/04/ 16:41:16::403,19989,897,845,-537,500,-393,-976,-1218,201,-833,
2023/11/04/ 16:41:16::413,20000,882,860,-568,513,-373,-971,-1218,201,-833,
2023/11/04/ 16:41:16::423,20011,837,830,-617,516,-315,-967,-1140,121,-900,
2023/11/04/ 16:41:16::433,20022,807,795,-675,508,-290,-1005,-1142,121,-935,
2023/11/04/ 16:41:16::445,20033,807,810,-701,490,-257,-981,-1117,72,-1001,
2023/11/04/ 16:41:16::454,20044,751,782,-721,490,-217,-1055,-1082,70,-977,
2023/11/04/ 16:41:16::463,20055,751,785,-768,523,-177,-1085,-1095,20,-1058,
2023/11/04/ 16:41:16::476,20066,738,777,-825,526,-165,-1108,-1068,-12,-1098,
2023/11/04/ 16:41:16::492,20077,696,772,-846,561,-108,-1177,-1026,0,-1112,
2023/11/04/ 16:41:16::503,20088,663,757,-825,566,-98,-1192,-1033,-7,-1157,
2023/11/04/ 16:41:16::513,20099,620,782,-848,552,-88,-1192,-1021,-92,-1171,
2023/11/04/ 16:41:16::523,20110,595,722,-870,597,-26,-1185,-957,-80,-1240,
2023/11/04/ 16:41:16::533,20121,555,697,-916,583,-3,-1171,-925,-113,-1235,
2023/11/04/ 16:41:16::543,20132,585,697,-913,592,-26,-1192,-910,-118,-1240,
2023/11/04/ 16:41:16::553,20143,480,710,-976,587,61,-1211,-870,-151,-1271,
2023/11/04/ 16:41:16::565,20154,461,687,-988,600,121,-1251,-887,-181,-1301,
2023/11/04/ 16:41:16::573,20165,446,652,-966,556,128,-1246,-867,-206,-1313,
2023/11/04/ 16:41:16::583,20176,433,672,-986,590,81,-1216,-823,-237,-1306,
2023/11/04/ 16:41:16::597,20187,391,645,-1022,628,167,-1227,-856,-262,-1296,
2023/11/04/ 16:41:16::613,20198,406,660,-997,592,177,-1230,-801,-247,-1296,
2023/11/04/ 16:41:16::623,20209,346,620,-1015,618,195,-1251,-816,-287,-1375,
2023/11/04/ 16:41:16::633,20220,346,620,-1015,613,240,-1270,-756,-297,-1383,
2023/11/04/ 16:41:16::645,20231,280,592,-1090,631,295,-1220,-730,-317,-1353,
2023/11/04/ 16:41:16::653,20242,260,590,-1080,642,333,-1180,-710,-338,-1346,
2023/11/04/ 16:41:16::664,20253,240,592,-1061,642,333,-1180,-682,-343,-1396,
2023/11/04/ 16:41:16::677,20264,237,552,-1113,642,333,-1180,-692,-373,-1391,
2023/11/04/ 16:41:16::683,20275,187,577,-1095,597,376,-1258,-702,-371,-1362,
2023/11/04/ 16:41:16::696,20286,177,550,-1116,590,443,-1235,-626,-403,-1356,
2023/11/04/ 16:41:16::712,20297,146,525,-1113,607,456,-1222,-608,-418,-1375,
2023/11/04/ 16:41:16::723,20308,121,490,-1113,605,490,-1256,-586,-432,-1393,
2023/11/04/ 16:41:16::733,20319,106,462,-1103,587,540,-1213,-532,-452,-1417,
2023/11/04/ 16:41:16::744,20330,38,410,-1140,610,627,-1208,-532,-452,-1417,
2023/11/04/ 16:41:16::753,20341,36,410,-1152,587,635,-1198,-475,-485,-1428,
2023/11/04/ 16:41:16::766,20352,1,417,-1132,590,641,-1195,-437,-487,-1377,
2023/11/04/ 16:41:16::773,20363,28,357,-1106,590,641,-1195,-401,-502,-1407,
2023/11/04/ 16:41:16::783,20374,-28,322,-1166,578,718,-1156,-361,-505,-1433,
2023/11/04/ 16:41:16::798,20385,-53,340,-1123,592,756,-1137,-351,-530,-1388,
2023/11/04/ 16:41:16::803,20396,-58,350,-1101,571,793,-1100,-317,-530,-1393,
2023/11/04/ 16:41:16::820,20407,-116,322,-1126,561,802,-1087,-270,-537,-1375,
2023/11/04/ 16:41:16::833,20418,-128,300,-1087,523,860,-1063,-280,-546,-1343,
2023/11/04/ 16:41:16::843,20429,-128,300,-1087,521,860,-1073,-220,-543,-1372,
2023/11/04/ 16:41:16::853,20440,-128,300,-1087,530,910,-1021,-201,-558,-1367,
2023/11/04/ 16:41:16::863,20451,-195,125,-1098,480,935,-1018,-201,-558,-1367,
2023/11/04/ 16:41:16::878,20462,-185,112,-1098,497,983,-965,-105,-578,-1292,
2023/11/04/ 16:41:16::883,20473,-182,92,-1070,420,1068,-1018,-70,-588,-1266,
2023/11/04/ 16:41:16::895,20484,-207,37,-1075,432,1088,-971,-15,-527,-1258,
2023/11/04/ 16:41:16::904,20495,-232,32,-1077,380,1115,-957,5,-558,-1240,
2023/11/04/ 16:41:16::914,20506,-265,-32,-1121,377,1172,-957,52,-537,-1266,
2023/11/04/ 16:41:16::927,20517,-267,-80,-1080,327,1152,-877,57,-558,-1211,
2023/11/04/ 16:41:16::951,20528,-270,-130,-1067,346,1170,-853,90,-537,-1207,
2023/11/04/ 16:41:16::953,20539,-270,-130,-1067,322,1197,-875,121,-520,-1200,
2023/11/04/ 16:41:16::963,20550,-323,-182,-1041,310,1245,-830,173,-515,-1171,
2023/11/04/ 16:41:16::973,20561,-315,-255,-1000,262,1245,-787,208,-470,-1120,
2023/11/04/ 16:41:16::983,20572,-300,-287,-1012,217,1250,-808,240,-450,-1138,
2023/11/04/ 16:41:16::998,20583,-315,-317,-962,155,1271,-721,300,-378,-1091,
2023/11/04/ 16:41:17::004,20594,-282,-370,-973,136,1281,-701,333,-371,-1096,
2023/11/04/ 16:41:17::020,20605,-262,-322,-966,102,1293,-658,361,-371,-1025,
2023/11/04/ 16:41:17::023,20616,-300,-400,-940,71,1336,-673,381,-336,-973,
2023/11/04/ 16:41:17::036,20627,-292,-430,-973,21,1313,-673,428,-356,-961,
2023/11/04/ 16:41:17::053,20638,-257,-460,-928,1,1356,-637,440,-302,-958,
2023/11/04/ 16:41:17::064,20649,-222,-535,-913,6,1353,-621,470,-292,-878,
2023/11/04/ 16:41:17::073,20660,-250,-570,-846,-76,1361,-590,492,-235,-900,
2023/11/04/ 16:41:17::085,20671,-227,-585,-827,-78,1381,-531,492,-262,-862,
2023/11/04/ 16:41:17::093,20682,-237,-612,-815,-78,1381,-531,551,-156,-788,
2023/11/04/ 16:41:17::103,20693,-210,-632,-778,-176,1373,-493,553,-173,-767,
2023/11/04/ 16:41:17::117,20704,-230,-665,-788,-233,1373,-443,611,-136,-716,
2023/11/04/ 16:41:17::123,20715,-185,-667,-747,-231,1411,-388,551,-131,-685,
2023/11/04/ 16:41:17::136,20726,-182,-695,-747,-223,1398,-386,593,-75,-645,
2023/11/04/ 16:41:17::154,20737,-133,-732,-711,-255,1406,-353,598,-37,-626,
2023/11/04/ 16:41:17::163,20748,-151,-772,-656,-330,1391,-266,606,-37,-570,
2023/11/04/ 16:41:17::174,20759,-108,-772,-651,-306,1401,-272,623,15,-581,
2023/11/04/ 16:41:17::183,20770,-121,-815,-622,-370,1383,-285,618,40,-536,
2023/11/04/ 16:41:17::193,20781,-81,-827,-596,-380,1388,-206,631,65,-522,
2023/11/04/ 16:41:17::206,20792,-56,-845,-602,-427,1398,-190,631,65,-522,
2023/11/04/ 16:41:17::213,20803,-41,-877,-622,-461,1331,-178,631,65,-522,
2023/11/04/ 16:41:17::223,20814,-26,-867,-535,-472,1328,-158,665,168,-411,
2023/11/04/ 16:41:17::238,20825,-21,-867,-540,-477,1288,-105,685,198,-368,
2023/11/04/ 16:41:17::243,20836,21,-887,-540,-503,1318,-105,662,220,-352,
2023/11/04/ 16:41:17::262,20847,51,-932,-521,-561,1318,-97,692,252,-328,
2023/11/04/ 16:41:17::273,20858,103,-950,-463,-578,1252,-62,670,265,-297,
